Timestamp,How long have you been using Haskell?,Sample Question 2,How would you characterize your use of Haskell today?,What is the status of Haskell in your workplace?,What is the status of Haskell in your workplace?,In which domain(s) are you using Haskell?,Which environment(s) do you use to work with Haskell?,"What language was your primary language just prior to adopting Haskell – or, if Haskell is not your primary language now, what is that primary language?","If Haskell disappeared tomorrow, what language(s) might you use as a ""replacement""?",How would you rate the following qualities of Haskell libraries? [Documentation],How would you rate the following qualities of Haskell libraries? [Test coverage],How would you rate the following qualities of Haskell libraries? [Performance],How would you rate the following qualities of Haskell libraries? [Integration with other libraries],How would you rate the following qualities of Haskell libraries? [Cross platform compatility],How would you rate the following qualities of Haskell libraries? [API stability],How would you rate the following qualities of Haskell libraries? [Ease of use],How would you rate the following qualities of Hackage? [Number of libraries],How would you rate the following qualities of Hackage? [Overall quality of libraries],How would you rate the following qualities of Hackage? [Ease of finding a library for a given task],Reasoning about the performance of Haskell programs is...,What would help you most when reasoning about the performance of your Haskell programs?,How would you rate the following qualities of Hackage? [Ease of judging the quality of a library],What do you think is Haskell's most glaring weakness / blind spot / problem?,How would you rate the following qualities of Hackage? [Likelihood that a library will build on your machine]
7/17/2011 16:19:37,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,,"Graphics / art, Open source projects, Compilers / interpreters","Emacs / haskell-mode, Command line REPL, Notepad++",C++,Scala,4,3,4,3,3,4,4,3,3,4,3,,4,,4
7/17/2011 16:19:56,2 years,,"I use it for serious ""hobby"" projects., I use it at work.",,"I'm lobbying to have it be ""endorsed""","RDBMS programming, Web development",Emacs / haskell-mode,Ruby,O'Caml,3,3,3,3,3,3,3,3,4,3,2,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",3,"Although performance really matters, I find that the cost of annotating Haskell source code with compiler hints (bang patterns, unpack and inline pragma) just prohibitive.
I use haskell because I like idiomatic, short, elegant code. If performance can't be reached that way, maybe it's time to re-think the language, or work more on the compiler.
Just dreaming :)",4
7/17/2011 16:20:27,Just started,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Open source projects,"Emacs / haskell-mode, yi",C,O'Caml,1,3,3,3,3,3,2,4,4,3,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",1,"I've just started learning Haskell a week or two ago, so I'm not that qualified to comment on the state of Haskell, but I can comment on what it's been like to start learning Haskell.

* The community is very nice. A definite plus.

* Every tutorial I've seen takes forever to get to IO and, honestly, to do anything useful with a program you kind of need IO. It would be nice if people realized this.

* Haskell-ers have a tendency to talk in some kind of crazy pseudo-academic language, which can be very confusing for someone not familiar with the terminology.

* The error messages produced by GHC are not very helpful for a newcomer. I never understand what it is trying to tell me.

* It would be cool if the Haskell community had a webpage featuring prominent Haskell projects, like xmonad. I'd be interested in finding more programs written in Haskell and using them. ",5
7/17/2011 16:20:30,Just started,,I'm just tinkering.,,I don't use Haskell at work,Web development,vi,"Java, Python","Common Lisp, Scala",4,4,4,3,3,3,3,3,3,4,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,"- difficult for those new to functional programming
- adoption",2
7/17/2011 16:21:26,Months,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Web development, Compilers / interpreters",vi,"Javascript, Ruby","Erlang, Scheme",,,,,,,,3,4,4,,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,"1. Lack of Libraries
2. Lack of Developers",4
7/17/2011 16:21:43,1 year,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Math / data analysis,Notepad++,Java,Java,4,,5,4,,4,4,5,4,4,4,Better run-time analysis tools (e.g. profilers),3,,4
7/17/2011 16:25:04,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Open source projects, Thick clients: GTK etc, Compilers / interpreters","Command line REPL, Kate",C++,O'Caml,2,3,4,3,4,4,3,4,5,3,5,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better language/compiler features and capabilities (e.g. 'strictness types', hyperstrictness)",4,"Clearly can't choose only one.

In approximately descending order of glaringness:

- Abstraction carries a performance penalty
In a language which prizes abstraction this is obviously absurd. Could maybe be helped with polymorphism-by-multiinstantiation (aka automatic specialization) with weak linking, like C++ templates do.

- Orphan instances and packages
The problem of ""I want an instance for a class from package A for the datatype from package B, but that means one of them has to depend on the other or I have to make an orphan"" hinders integration between packages way too much. My current preferred solution would be to allow parts of a package to 'weakly depend' on other packages, so that if some parts of package A weakly depend on package B, then B isn't required to install A - it will be built without those parts - but if B is installed later then the weakly dependent parts of A will automatically become available as well. This would remove a lot of the unpleasantness (and could be used for other things besides instances, of course).

- The module system sucks
Even as merely a means for managing names it's frustratingly under-capable. Importers have lots of control over how they import things (which is good), but are forced to exercise it too often because exporters have very little control over how they export them. It should be possible to (re)export names pre-qualified, for example, modules-within-modules, so that module authors can provide sane defaults, and importers should only need to manually tinker with them in exceptional circumstances.

- Performance is hard to reason about, and performant code often looks ugly
There's always a feeling of betrayal when you write beautiful code and have to dirty it with strictness annotations, pragmas, worker/wrapper transforms, and such to make it perform well. Having to provide both strict and lazy versions of every type, module, and function is stupid. Having to think about which to use is annoying. It's probably impossible to make this problem go away entirely, but I feel that significant advances should be possible relative to the status quo.

- Many people like to stick to standards-conforming code, but the standard is very slow to evolve.",3
7/17/2011 16:27:01,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Math / data analysis, Thick clients: GTK etc","vi, Command line REPL","C++, Perl",Clojure,2,3,4,4,4,3,3,5,3,3,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,"Probably that it's seen as very academic and not much use in the real world, and although there's some discussion about it in more 'ordinary' terms, people still tend to find the academic stuff first. I'm not saying that should stop, but that we need more talk in the style of ""Real World Haskell"" to show people what a good language it is.",3
7/17/2011 16:29:00,4 years,,I use it for my studies.,,,Compilers / interpreters,Emacs / haskell-mode,O'Caml,O'Caml,3,3,4,4,4,4,3,4,4,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",3,,4
7/17/2011 16:32:17,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,"Graphics / art, Math / data analysis, Compilers / interpreters","Emacs / haskell-mode, vi","C, C++, Python",,3,3,3,2,3,2,2,3,3,2,4,Better library documentation (e.g. documented strictness properties),2,,3
7/17/2011 16:33:59,2 years,,I use it for my studies.,,I don't use Haskell at work,Compilers / interpreters,"vi, Command line REPL","C#, Java, Python","F#, O'Caml, Scala, Standard ML",3,2,4,4,5,4,4,5,4,2,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,,1
7/17/2011 16:34:03,4 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Math / data analysis, Network programming, Open source projects, System administration, Web development",vi,C,Scala,4,3,4,4,2,4,4,4,4,3,4,Better static analysis tools (e.g. linters),2,"I've had problems with borking my packages when installing a new one.  New req gets pulled in and causes global/user level dependency problems.  If I didn't already know how to fix it, there's a good chance I'd give up.",3
7/17/2011 16:35:33,Weeks,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Open source projects, Web development","Emacs / haskell-mode, TextMate","C, C++","Erlang, Python",3,3,3,3,3,3,3,3,3,3,2,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",3,,4
7/17/2011 16:36:59,Weeks,,"I use it for serious ""hobby"" projects.",,It's used secretly,"""NoSQL"" usage, Network programming, Open source projects, System administration",Emacs / haskell-mode,C,"Common Lisp, Erlang",4,3,3,4,3,4,4,5,4,4,5,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,"The lack of examples within the various library documentations. It's a bit daunting for a newcomer to search around for a while to find a reasonably simple example on how to use a certain library.

While API docs are awesome, when one's not that experienced in Haskell yet, they're not enough yet.",5
7/17/2011 16:39:48,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Open source projects, Embedded",Leksah,"C, C#, Scheme, Smalltalk",,2,2,2,2,3,3,3,3,4,2,3,"Better library documentation (e.g. documented strictness properties), deriving DeepSeq",2,"Not used in pratice, good additional tools ",2
7/17/2011 16:39:57,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,It's used secretly,"Commercial products, Gaming, Thick clients: GTK etc","vi, Command line REPL, Notepad++, Gedit","C, Java, Lua","F#, O'Caml",4,4,4,5,4,3,4,4,4,4,3,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",5,"While my experience with Haskell is limited, and my opinion should be therefore taken with a grain of salt, I think Haskell's biggest weakness right now is it's availability on Windows.  On Linux, I am able to install GHC (or any other Haskell compiler) and have things work exactly as they should, right away (including cabal and library installation).  On Windows, I need to install MinGW to simulate a Unix environment in order to get things working smoothly (need bash, gcc, autotools, etc), and MinGW by itself isn't enough, as many other libraries need to be obtained as well (GTK, SDL).  It takes a lot longer to set up.  Once it's working, it works great, but the initial setup can cost you a good hour or two of your time.  Also, on Windows, it's difficult to update cabal packages.  Considering that most developers in the world are Windows users, I'd say that integrating a Haskell implementation into the existing Windows toolchain should be top priority.",4
7/17/2011 16:40:41,2 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Math / data analysis,Emacs / haskell-mode,C,O'Caml,3,4,4,2,3,3,3,3,4,5,4,Better run-time analysis tools (e.g. profilers),2,Needs libraries to compete with python.,3
7/17/2011 16:41:20,1 year,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,,"Math / data analysis, Web development",vi,"C, C++","Erlang, O'Caml, Vala",4,,4,3,3,2,3,5,4,4,3,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,3
7/17/2011 16:44:30,5+ years,,I use it at work.,,It's endorsed and used in production applications,"Commercial products, Commercial services, EAI - ""enterprisy"" stuff, Graphics / art, Math / data analysis, Open source projects, System administration","Emacs / haskell-mode, vi, Command line REPL","C, C++, Java, Python","Clojure, F#, O'Caml, Scala",3,3,4,3,3,3,4,4,4,4,2,Better library documentation (e.g. documented strictness properties),4,"We need more depth in GUI and database libraries.

Bad public image due to FUD, such as ""It is hard to reason about performance and space usage of Haskell programs"" (not any harder in practice than for other mainstream languages given the same level of skill and experience, which is usually not the case for people who complain), ""Haskell is not suitable for enterprise commercial development"" (that's what I do for a living now and it's great; how hard have the people who complain tried to build a Haskell career?), etc. The problem with this kind of ""survey"" is that it tends to reinforce that kind of FUD. But it's good to look for ways to improve; I just hope you'll try to remove some of that bias in the tone of your results. Thanks for this great survey!
",4
7/17/2011 16:44:40,Months,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,Embedded,vi,C,,3,4,4,4,4,4,4,5,4,2,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,Need better documentation over theoric aspects that are all over haskell,4
